,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
8914,2690,Irma la Douce,1963-06-05,"['Comedy', 'Romance']",English,7.4,338,11.147,"Nester Patou, a naive police officer, is transferred to the red light district in Paris and organizes a raid on a dodgy hotel running as a brothel. In doing so he inadvertently disrupts the corrupt system of the police and the pimps union, and even nets his station superior. Fired from his job, Nester goes to the local bar for a drink and befriends a pretty young lady named Irma la Douce. Upon realizing she is a prostitute, Nester invents a crazy scheme to keep her from seeing other men.",5000000,"['Phalanx Productions', 'The Mirisch Company', 'United Artists']",25200000,147,"A story of passion, bloodshed, desire and death... everything, in fact, that makes life worth living.",1963,06
8915,35614,A Troll in Central Park,1994-10-07,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",English,5.1,124,9.146,"A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to be mean ugly and scare humans whenever possible. As a punishment, he is exiled to a world of concrete, where he should live a life of proper trolldom: Manhattan.",23000000,"['Warner Bros. Pictures', 'Sullivan Bluth Studios']",71368,76,Believe in Yourself and You Can Do Anything!,1994,10
8917,12150,Sea of Love,1989-09-15,"['Crime', 'Drama', 'Romance', 'Mystery', 'Thriller']",English,6.6,521,10.596,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",19000000,['Universal Pictures'],110879513,113,Deception is dangerous. Desire is deadly.,1989,09
8919,8874,My Best Friend's Wedding,1997-06-19,"['Comedy', 'Romance']",English,6.6,2321,12.222,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",38000000,['TriStar Pictures'],299288605,105,It's about finding the love of your life. And deciding what to do about it.,1997,06
8921,16790,Bingo,1991-08-09,"['Action', 'Adventure', 'Comedy', 'Family']",English,5.0,85,11.945,"Bingo, the runaway circus dog, is off the leash and saving Chuckie's life! Bingo and the boy become the best of friends in this canine comedy featuring doggy disguises and skateboarding, pinball and prison. Chuckie and his parents (Cindy Williams and David Rasche) are moving house, a thousand miles away, but Bingo won't be allowed to join them. Chuckie and Bingo's determination to be reunited is t",10000000,['TriStar Pictures'],8667684,90,More hip than humanly possible.,1991,08
8922,15379,Missing in Action,1984-11-16,"['Action', 'Adventure', 'Thriller', 'War']",English,5.8,394,11.145,"American servicemen are still being held captive in Vietnam and it's up to one man to bring them home in this blistering, fast-paced action/adventure starring martial arts superstar Chuck Norris.Following a daring escape from a Vietnamese POW camp, Special Forces Colonel James Braddock (Norris) is on a mission to locate and save remaining MIAs.",1500000,"['Cannon Group', 'Golan-Globus Productions']",22812411,101,The war's not over until the last man comes home.,1984,11
8925,24929,Return of the Living Dead Part II,1988-01-15,"['Horror', 'Comedy']",English,6.2,499,13.395,"A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",6200000,['Greenfox'],9205924,89,Just when you thought it was safe to be dead.,1988,01
8928,236,Muriel's Wedding,1994-09-29,"['Comedy', 'Drama', 'Romance']",English,6.9,377,11.145,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",3000000,"['CiBy 2000', 'Film Victoria', 'House & Moorhouse Films']",15119639,106,Success is the best revenge.,1994,09
8929,73937,The Big Year,2011-10-13,['Comedy'],English,6.0,684,12.598,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",41000000,"['Ingenious Media', 'Fox 2000 Pictures', 'Deuce Three Productions', 'Sunswept Entertainment', 'Dune Entertainment', '20th Century Fox', 'Red Hour']",8179416,100,Everyone is searching for something.,2011,10
8932,13944,Passengers,2008-09-26,"['Drama', 'Mystery', 'Thriller', 'Romance']",English,6.1,786,14.896,"After a plane crash, a young therapist, Claire, is assigned by her mentor to counsel the flight's five survivors. When they share their recollections of the incident -- which some say include an explosion that the airline claims never happened -- Claire is intrigued by Eric, the most secretive of the passengers.",25000000,"['TriStar Pictures', 'Mandate Pictures', 'Persistent Entertainment', 'Intuition Films', 'Mandate International']",2000000,93,The line between this world and the next is about to be crossed,2008,09
8936,15189,Hotel for Dogs,2009-01-16,"['Comedy', 'Family']",English,6.0,789,12.896,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",35000000,"[""The Donners' Company"", 'The Montecito Picture Company', 'Nickelodeon Movies']",117000198,100,No stray gets turned away.,2009,01
8937,9611,Romy and Michele's High School Reunion,1997-04-25,['Comedy'],English,6.2,446,12.895,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",20000000,['Touchstone Pictures'],29235353,92,The Blonde Leading The Blonde.,1997,04
8938,35690,The Last Song,2010-03-31,"['Drama', 'Family', 'Romance']",English,7.2,3165,15.147,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",20000000,['Touchstone Pictures'],89137047,107,"A story about family, first love, second chances and the moment in life that lead you back home.",2010,03
8942,11428,Sleepwalkers,1992-04-10,"['Horror', 'Fantasy', 'Thriller']",English,6.0,450,14.893,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",15000000,"['Columbia Pictures', 'Victor & Grais Productions', 'Ion Pictures']",30524763,91,The first Stephen King story written expressly for the scream.,1992,04
8944,14746,Streets of Fire,1984-06-01,['Action'],English,6.9,410,11.843,"Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",14500000,"['Universal Pictures', 'RKO Pictures LLC']",8089290,93,Tonight is what it means to be young.,1984,06
8949,16608,The Proposition,2005-10-06,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",English,7.1,540,10.644,"In 1880s Australia, a lawman offers renegade Charlie Burns a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older brother, who is wanted for rape and murder. Venturing into one of the Outback's most inhospitable regions, Charlie faces a terrible moral dilemma that can end only in violence.",2000000,"['UK Film Council', 'Surefire Film Productions', 'Autonomous', 'Pictures in Paradise', 'Jackie O Productions', 'Pacific Film and Television Commission', 'Film Consortium', 'National Lottery']",5048693,104,This land will be civilized.,2005,10
8951,4823,Final Analysis,1992-02-07,"['Drama', 'Thriller', 'Romance']",English,5.7,229,11.392,"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",32000000,"['Warner Bros. Pictures', 'Witt/Thomas Productions', 'Roven-Cavallo Entertainment']",28590665,124,Someone was seduced. Someone was set up. and before it was all over... someone was dead.,1992,02
8954,1090,The Thirteenth Floor,1999-04-16,"['Thriller', 'Science Fiction', 'Mystery']",English,7.0,1098,13.093,"Los Angeles. A wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place.",16000000,"['Centropolis Film Productions', 'Columbia Pictures']",18564088,101,Question reality.,1999,04
8955,109091,The Counselor,2013-10-25,"['Thriller', 'Crime', 'Drama']",English,5.3,1667,11.146,A lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,25000000,"['Scott Free Productions', 'TSG Entertainment', 'Ingenious Media', 'Fox 2000 Pictures', 'Nick Wechsler Productions', 'Chockstone Pictures', 'Big Screen Productions', 'Kanzaman Productions']",71009334,117,Sin is a choice.,2013,10
8956,4587,Mermaids,1990-12-14,"['Comedy', 'Drama', 'Romance']",English,6.7,437,14.641,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",31000000,['Orion Pictures'],35419397,110,Mom is many things... normal isn't one of them.,1990,12
8963,9414,The Man Who Knew Too Little,1997-11-14,"['Comedy', 'Thriller', 'Crime', 'Action']",English,6.4,410,11.39,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",20000000,"['Regency Enterprises', 'Polar Productions', 'Warner Bros. Pictures', 'Taurus Film']",13801755,97,"He’s on a mission so secret, even he doesn’t know about it.",1997,11
8974,71864,The Odd Life of Timothy Green,2012-08-15,"['Fantasy', 'Drama', 'Comedy', 'Family']",English,7.0,1075,12.841,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",25000000,['Walt Disney Pictures'],56012642,105,He's a force of nature.,2012,08
8975,17169,Any Which Way You Can,1980-12-17,"['Action', 'Adventure', 'Comedy']",English,5.8,277,8.638,"Philo takes part in a bare knuckle fight - as he does - to make some more money than he can earn from his car repair business. He decides to retire from fighting, but when the Mafia come along and arrange another fight, he is pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",15000000,"['Warner Bros. Pictures', 'Malpaso Productions']",70687344,115,"Faster, funnier and wilder. It'll knock you out.",1980,12
8979,200505,Draft Day,2014-04-11,['Drama'],English,6.7,804,16.541,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",25000000,"['Lionsgate', 'Summit Entertainment', 'OddLot Entertainment']",28831145,110,The greatest victories don't always happen on the field.,2014,04
8980,7233,Rebound,2005-07-01,"['Comedy', 'Family']",English,5.5,294,11.638,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,45000000,"['Runteldat Entertainment', 'Robert Simonds Productions', '20th Century Fox']",16809014,103,A comedy where old school ...meets middle school,2005,07
8981,3489,88 Minutes,2007-02-14,"['Crime', 'Mystery', 'Thriller']",English,5.8,948,10.639,"A college professor who moonlights as a forensic psychiatrist for the FBI, receives a death threat claiming he has only 88 minutes to live.",30000000,"['TriStar Pictures', 'Brightlight Pictures', 'Nu Image']",32593385,108,He has 88 minutes to solve a murder. His own.,2007,02
8985,9708,The Wicker Man,2006-08-31,"['Horror', 'Comedy', 'Mystery', 'Thriller']",English,4.3,1154,15.738,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",40000000,"['Alcon Entertainment', 'Saturn Films', 'EFO Films', 'Equity Pictures Medienfonds GmbH & Co. KG III', 'Brightlight Pictures', 'Wicker Man Productions', 'Warner Bros. Pictures', 'Millennium Films', 'Nu Image', 'Redbus Pictures', 'LDMP']",38805380,102,Some sacrifices must be made,2006,08
8987,15774,Swades,2004-12-17,['Drama'],Hindi,7.3,269,9.887,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",2900000,"['Ashutosh Gowariker Productions', 'UTV Motion Pictures']",4800000,189,"We, the people.",2004,12
8988,17941,Hush,1998-03-06,"['Drama', 'Thriller']",English,5.7,236,11.137,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",21000000,['TriStar Pictures'],13583690,95,Don't breathe a word.,1998,03
8991,293646,The 33,2015-08-06,"['Drama', 'History']",English,6.3,849,10.64,"Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days.",25000000,"['Alcon Entertainment', 'Phoenix Pictures', 'Half Circle', 'Gobierno de Colombia', 'Los 33', 'Warner Bros. Pictures', 'Dynamo', 'Fabula', 'Fox International Productions', 'Mandate International']",24902723,120,Hope Runs Deep,2015,08
8993,1259,Notes on a Scandal,2006-12-25,"['Drama', 'Romance']",English,7.1,760,10.387,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",15000000,"['Fox Searchlight Pictures', 'DNA Films', 'UK Film Council', 'BBC Film', 'Scott Rudin Productions', 'Ingenious Media']",49814392,92,One woman's mistake is another's opportunity.,2006,12
8994,11536,The Misfits,1961-02-01,"['Western', 'Drama', 'Action', 'Romance']",English,6.9,310,13.136,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",4000000,"['United Artists', 'Seven Arts Productions', 'Metro-Goldwyn-Mayer']",8200000,124,It shouts and sings with life ... explodes with love!,1961,02
8996,8850,The Shadow,1994-07-01,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",English,6.0,449,12.335,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",25000000,"['Bregman/Baer Productions', 'Universal Pictures']",48063435,108,The Shadow knows!,1994,07
8997,10396,Tequila Sunrise,1988-12-02,"['Crime', 'Romance', 'Thriller']",English,6.1,425,13.884,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",23000000,"['Cinema City Films', 'The Mount Company', 'Warner Bros. Pictures']",105900000,115,A business on the line. A friendship on the edge. A woman caught in the middle.,1988,12
9003,19494,Nine to Five,1980-12-18,['Comedy'],English,6.9,419,9.634,"Frank Hart is a pig. He takes advantage of the women who work with him in the grossest manner. When his three assistants manage to trap him in his own house, they assume control of his department, and productivity leaps, but just how long can they keep Hart tied up?",10000000,"['IPC Films', '20th Century Fox']",103300000,110,Getting even is a full-time job.,1980,12
9006,14397,Whisper,2007-11-27,"['Crime', 'Drama', 'Horror', 'Thriller']",English,6.5,235,11.385,Sinister things begin happening to kidnappers who are holding a young boy for ransom in a remote cabin.,12000000,"['Universal Pictures', 'Gold Circle Films', 'H2F Entertainment', 'Yukon Film Incentive Program', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Mandate International']",5285197,94,The devil's work is childs play,2007,11
9011,69668,Dream House,2011-09-29,"['Mystery', 'Drama', 'Thriller']",English,6.1,1243,11.886,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",50000000,"['Cliffjack Motion Pictures', 'Morgan Creek Productions']",38502340,84,"Once upon a time, there were two little girls who lived in a house.",2011,09
9012,8012,Get Shorty,1995-10-20,"['Comedy', 'Thriller', 'Crime']",English,6.5,869,11.883,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",30250000,"['Jersey Films', 'Metro-Goldwyn-Mayer']",115101622,105,Attitude plays a part.,1995,10
9016,2028,Say Anything...,1989-04-14,"['Romance', 'Comedy', 'Drama']",English,7.1,859,11.632,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.",16000000,"['Gracie Films', '20th Century Fox']",20036737,100,A Lloyd meets girl story.,1989,04
9018,11644,Blow Out,1981-07-24,"['Crime', 'Drama', 'Mystery', 'Thriller']",English,7.3,1179,11.882,"Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.",18000000,"['Cinema 77', 'Filmways Pictures']",12000000,108,Murder has a sound all of its own!,1981,07
9021,14510,From Beyond,1986-10-24,"['Horror', 'Science Fiction']",English,6.5,439,12.631,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",4500000,"['Taryn Prov', 'Empire Pictures']",1261000,85,Humans are such easy prey.,1986,10
9022,25934,"To Sir, with Love",1967-06-14,['Drama'],English,7.5,277,9.882,"A British Guianese engineer starts a job as a high school teacher in London’s East End, where his uninterested and delinquent pupils are in desperate need of attention and care.",625000,['Columbia British Productions'],42432803,105,A story as fresh as the girls in their minis... and as tough as the kids from London's East End!,1967,06
9023,4816,Ghost Dog: The Way of the Samurai,1999-06-02,"['Crime', 'Drama']",English,7.3,997,12.382,An African-American Mafia hit man who models himself after the samurai of ancient Japan finds himself targeted for death by the mob.,2000000,"['Plywood Productions', 'Bac Films', 'Degeto Film', 'Canal+', 'Pandora Film', 'JVC']",9400000,116,Live by the code. Die by the code.,1999,06
9028,223,Rebecca,1940-03-23,"['Mystery', 'Drama', 'Thriller', 'Romance']",English,7.9,1493,11.482,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",1288000,"['Selznick International Pictures', 'United Artists']",6000000,130,The shadow of this woman darkened their love.,1940,03
9035,24106,The Black Cat,1934-05-07,"['Horror', 'Mystery']",English,6.8,223,9.381,"After a road accident in Hungary, the American honeymooners Joan and Peter and the enigmatic Dr. Werdegast find refuge in the house of the famed architect Hjalmar Poelzig, who shares a dark past with the doctor.",95745,['Universal Pictures'],236000,63,Things you never said before nor even dreamed of!,1934,05
9038,37347,Fort Apache,1948-06-14,['Western'],English,7.0,296,12.58,"Owen Thursday sees his new posting to the desolate Fort Apache as a chance to claim the military honour which he believes is rightfully his. Arrogant, obsessed with military form and ultimately self-destructive, he attempts to destroy the Apache chief Cochise after luring him across the border from Mexico, against the advice of his subordinates.",2500000,['RKO Radio Pictures'],3000000,125,John Ford's Masterpiece of the Frontier!,1948,06
9039,11897,How the West Was Won,1962-10-01,['Western'],English,7.1,367,15.38,"The epic tale of the development of the American West from the 1830s through the Civil War to the end of the century, as seen through the eyes of one pioneer family.",15000000,"['Metro-Goldwyn-Mayer', 'Cinerama Productions Corp.']",50000000,162,It's here! The mightiest adventure ever filmed!,1962,10
9040,26843,Lion of the Desert,1981-04-17,"['History', 'War', 'Drama']",English,7.3,140,14.379,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",35000000,['Falcon International Productions'],1500000,173,He was a man of honor in a war without any.,1981,04
9043,44945,Trust,2010-09-10,"['Crime', 'Drama', 'Thriller']",English,6.6,846,14.631,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",9500000,"['Dark Harbor Stories', 'Nu Image', 'Millennium Films']",120000,104,"What took her family years to build, a stranger stole in an instant.",2010,09
9044,11899,The Muppets Take Manhattan,1984-06-27,"['Romance', 'Comedy', 'Family']",English,6.5,314,11.128,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.",8000000,"['The Jim Henson Company', 'Delphi II Productions', 'TriStar Pictures']",25500000,94,They’re coming to take on Broadway!,1984,06
9047,13498,Man of the House,2005-02-25,"['Comedy', 'Action']",English,5.7,413,15.129,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,40000000,"['Bel Air Entertainment', 'Revolution Studios']",21577624,100,Protecting witnesses is a challenge. Living with them is impossible.,2005,02
9048,10017,The Wraith,1986-11-21,"['Action', 'Science Fiction']",English,6.4,367,15.128,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",2700000,"['New Century Entertainment Corporation', 'Alliance Entertainment', 'Turbo Productions']",3500000,93,He's not from around here...,1986,11
9050,11638,Guess Who,2005-03-25,"['Comedy', 'Romance']",English,6.0,809,10.629,"When a young African-American woman brings her fiancé home to meet her parents, she's neglected to mention one tiny detail - he's white.",35000000,"['Columbia Pictures', 'Regency Enterprises', '3 Arts Entertainment', 'Tall Trees Productions']",103121466,105,His house. His rules. Some in-laws were made to be broken.,2005,03
9051,322240,Nine Lives,2016-08-03,"['Fantasy', 'Comedy', 'Family']",English,5.7,959,14.883,A stuffy businessman finds himself trapped inside the body of his family's cat.,30000000,"['Fundamental Films', 'EuropaCorp']",57814445,87,His life just got put on paws.,2016,08
9053,391629,Baaghi,2016-04-29,"['Action', 'Thriller', 'Romance']",Hindi,6.5,97,11.043,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",5103000,"['Nadiadwala Grandson Entertainment', 'UTV Motion Pictures']",17377000,133,Be a Rebel,2016,04
9054,14291,Searching for Bobby Fischer,1993-08-13,['Drama'],English,7.1,481,13.627,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer. The film is based on the life of prodigy chess player Joshua Waitzkin.,12000000,"['Mirage Enterprises', 'Scott Rudin Productions', 'Paramount']",7266383,110,Every journey begins with a single move.,1993,08
9057,10447,No Escape,1994-04-29,"['Action', 'Drama', 'Science Fiction', 'Thriller']",English,6.3,350,12.877,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",20000000,"['Platinum Pictures', 'Pacific Western', 'Allied Filmmakers', 'Columbia Pictures']",15340000,118,No Guards. No Walls.,1994,04
9061,1630,The People vs. Larry Flynt,1996-12-25,['Drama'],English,7.0,944,12.127,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",36000000,"['Columbia Pictures', 'Phoenix Pictures', 'Filmhaus', 'Illusion Entertainment', 'Ixtlan', 'Janet Yang Productions']",20300385,130,"You may not like what he does, but are you prepared to give up his right to do it?",1996,12
9065,266294,Sisters,2015-12-18,['Comedy'],English,6.0,1258,12.582,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,30000000,['Little Stranger'],105011053,118,Big sisters don't always know best.,2015,12
9070,14854,Lone Wolf McQuade,1983-04-15,"['Action', 'Crime']",English,6.5,289,11.126,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates in a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",5000000,"['1818', 'Lone Wolf McQuade Associates', 'Topkick Productions', 'Orion Pictures']",12232628,107,The 'Mad Dog' Criminal... The 'Lone Wolf' Lawman... The Ultimate Showdown.,1983,04
9071,425148,Show Dogs,2018-05-18,"['Adventure', 'Crime', 'Family', 'Comedy']",English,6.1,226,10.634,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",5500000,"['Riverstone Pictures', 'Open Road Films', 'Neddy Dean Productions']",38830219,92,Unleashed and undercover,2018,05
9074,65057,The Descendants,2011-09-09,"['Comedy', 'Drama']",English,6.8,2459,11.878,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",20000000,"['Dune Entertainment', 'Fox Searchlight Pictures', 'Ad Hominem Enterprises']",177243185,115,The South Pacific ain't that terrific.,2011,09
9076,549053,Last Christmas,2019-11-07,"['Comedy', 'Romance']",English,7.2,2086,16.239,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",30000000,"['Universal Pictures', 'Feigco Entertainment']",121550750,102,Who doesn't have a little Christmas baggage?,2019,11
9082,18885,3 Ninjas Kick Back,1994-05-06,"['Family', 'Adventure', 'Action', 'Comedy']",English,5.5,251,12.375,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",20000000,"['TriStar Pictures', 'Sheen Productions', 'Leeds/Ben-Ami Productions']",11798854,93,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",1994,05
9083,573,Frenzy,1972-05-25,"['Crime', 'Thriller', 'Horror']",English,7.1,758,11.375,"After a serial killer strangles several women with a necktie, London police identify a suspect—but he claims vehemently to be the wrong man.",3500000,"['Universal Pictures', 'Alfred J. Hitchcock Productions']",12600000,116,Just an ordinary necktie used with a deadly new twist.,1972,05
9084,376866,Jackie,2016-12-02,['Drama'],English,6.4,2149,12.131,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",9000000,"['Fox Searchlight Pictures', 'Why Not Productions', 'Wild Bunch', 'Protozoa Pictures', 'Bliss Media', 'Endemol Shine North America', 'Fabula', 'LD Entertainment']",13960394,100,I want them to see what they have done to Jack.,2016,12
9089,11347,The Lair of the White Worm,1988-09-21,"['Comedy', 'Fantasy', 'Horror']",English,5.9,188,13.624,"When an archaeologist uncovers a strange skull in a foreign land, the residents of a nearby town begin to disappear, leading to further inexplicable occurrences.",2500000,['White Lair'],1189315,93,Some legends really bite.,1988,09
